Date/Time,TSP,WSP,CONTROL PV,CHANNEL 1,CHANNEL 2,CHANNEL 3,CHANNEL 4,CHANNEL 5,CHANNEL 6,CHANNEL 7,CHANNEL 8
42744.2025,149.3410034,149.3410034,145.6764679,92.83714294,85.57125092,67.67942047,67.79821014,67.60387421,67.56173706,67.7763443,68.01066589
42744.20286,151.9484253,151.9484253,148.2416534,94.06660461,86.75717926,67.65138245,67.77464294,67.56895447,67.57820129,67.7624054,67.95969391
42744.20322,154.5664673,154.5664673,151.1057587,95.51125336,87.89580536,67.54632568,67.71196747,67.50808716,67.56276703,67.69577026,67.93649292
42744.20358,157.1950989,157.1950989,153.5627594,96.82985687,89.09490967,67.55735016,67.66579437,67.42560577,67.51255035,67.69290161,67.85160065
42744.20394,159.8237457,159.8237457,156.3379517,98.17986298,90.35822296,67.48377228,67.63657379,67.44221497,67.45713806,67.65470886,67.81587982
42744.20429,162.4417725,162.4417725,158.9251862,99.62618256,91.57413483,67.48931885,67.67404938,67.48888397,67.55628204,67.62700653,67.93038177
42744.20465,165.0810089,165.0810089,161.6773071,101.0761185,92.77442169,67.39094543,67.56958771,67.3679657,67.36611938,67.56422424,67.75971985
42744.20501,167.688446,167.688446,164.309494,102.553772,94.18222046,67.3804245,67.54589844,67.24500275,67.34835815,67.53629303,67.74591064
42744.20537,170.306488,170.306488,167.0397644,103.9979858,95.44546509,67.27388,67.53247833,67.32551575,67.38731384,67.5916214,67.78078461
42744.20572,172.92453,172.92453,169.7116241,105.482193,96.79898071,67.26150513,67.46251678,67.2101059,67.3728714,67.48369598,67.67533875
42744.20608,175.5425568,175.5425568,172.416214,107.0124283,98.16217041,67.22356415,67.45897675,67.22592163,67.26739502,67.44673157,67.64243317
42744.20644,178.1605835,178.1605835,175.0914917,108.6088181,99.59606171,67.19176483,67.40351105,67.2261734,67.24250031,67.48184204,67.67225647
42744.20669,179.9730835,179.9730835,176.8610382,109.736763,100.4922028,67.1370697,67.4122467,67.1607666,67.20335388,67.39911652,67.64183807
42744.20704,182.5911255,182.5911255,179.5110016,111.3130493,101.9773331,67.14622498,67.36275482,67.17198181,67.197052,67.37621307,67.65578461
42744.2074,185.2091522,185.2091522,182.2033539,112.9267197,103.3436966,67.06208801,67.33998108,67.13241577,67.19271088,67.37147522,67.56333923
42744.20776,187.8377991,187.8377991,184.9382477,114.5824661,104.907547,67.11801147,67.35877991,67.10348511,67.17745972,67.36468506,67.52985382
42744.20811,190.4452209,190.4452209,187.4570313,116.2117386,106.2527771,67.03019714,67.27384949,67.11547852,67.12812805,67.3354187,67.53369141
42744.20847,193.0738678,193.0738678,190.2600708,117.8374634,107.8055267,67.04851532,67.27585602,67.04993439,67.15203857,67.28913116,67.53173828
42744.20883,195.6918945,195.6918945,192.9737244,119.5338516,109.3228607,67.08075714,67.28684235,67.05622101,67.08933258,67.2721405,67.52250671
42744.20919,198.3099365,198.3099365,195.5500946,121.2818146,110.8181229,67.09459686,67.274086,67.0887146,67.14278412,67.28608704,67.53572083
42744.20954,200.9173889,200.9173889,198.221756,123.0267181,112.3323593,67.05719757,67.22570038,67.02899933,67.15853882,67.28831482,67.49494171
42744.2099,203.5248108,203.5248108,200.6343231,124.7822189,113.9057083,67.0431366,67.26252747,67.09176636,67.11399841,67.26171875,67.52597809
42744.21026,206.1322632,206.1322632,203.2411804,126.5014191,115.5352325,67.06910706,67.26595306,67.08003235,67.14058685,67.3044281,67.5327301
42744.21061,208.7396851,208.7396851,205.8175354,128.2388916,117.0433121,66.96354675,67.17556,67.05696869,67.06443024,67.24300385,67.54512024
42744.21086,210.5203857,210.5203857,207.6539764,129.4160614,118.110527,66.99484253,67.22061157,67.07390594,67.1164856,67.31362915,67.55155182
42744.21121,213.1490173,213.1490173,210.1763306,131.2551575,119.7276306,67.04673004,67.20137787,67.04429626,67.11248779,67.28207397,67.53469849
42744.21157,215.7564392,215.7564392,212.8275757,133.0146027,121.3367004,67.00610352,67.2318573,67.07106781,67.16287994,67.27294922,67.61057281
42744.21193,218.3850708,218.3850708,215.5742035,134.8372803,123.0780182,67.07512665,67.26858521,67.06905365,67.11621094,67.28443909,67.56721497
42744.21229,221.0031128,221.0031128,218.1378174,136.7171173,124.6484222,67.03221893,67.23784637,67.03473663,67.18526459,67.32672882,67.54772949
42744.21264,223.6211548,223.6211548,220.6165619,138.5310669,126.3296204,66.99860382,67.25135803,67.06391144,67.20922089,67.31304169,67.5929184
42744.213,226.260376,226.260376,223.2977753,140.3544312,128.0024719,67.04801178,67.21682739,67.10908508,67.21573639,67.34418488,67.57833862
42744.21336,228.8784485,228.8784485,225.8935547,142.26297,129.6512909,67.03730774,67.25617981,67.18318176,67.15744781,67.38208771,67.63743591
42744.21372,231.49646,231.49646,228.5888367,144.1505432,131.4139404,67.11493683,67.23291016,67.08364105,67.21063995,67.3447113,67.59082031
42744.21408,234.1250916,234.1250916,231.351593,146.043808,133.0794067,67.07819366,67.24079132,67.10995483,67.2102356,67.31151581,67.55767822
42744.21443,236.7431335,236.7431335,233.8735504,147.9953918,134.8175049,67.05500793,67.27962494,67.08052063,67.17658997,67.35922241,67.63574219
42744.21468,238.5026245,238.5026245,235.6235352,149.2301636,135.967453,67.05239105,67.27636719,67.0408783,67.12831879,67.33492279,67.59835052
42744.21503,241.1312561,241.1312561,238.3426514,151.1793365,137.7209015,67.12240601,67.21342468,67.11575317,67.23448944,67.37524414,67.65647888
42744.21539,243.7492981,243.7492981,240.9685516,153.1001282,139.4864807,67.07222748,67.24552155,67.0842514,67.21003723,67.38417053,67.68054199
42744.21575,246.3885498,246.3885498,243.6417084,155.0632172,141.2799988,67.0602951,67.188797,67.18736267,67.19678497,67.38873291,67.65860748
42744.21611,249.027771,249.027771,246.3513336,156.9954834,143.0981903,67.09686279,67.21710968,67.11447906,67.16953278,67.34325409,67.61587524
42744.21647,251.6351929,251.6351929,249.0892639,159.0682983,144.8738251,67.07649994,67.25544739,67.19329834,67.21977234,67.34735107,67.6725235
42744.21682,254.2532349,254.2532349,251.7288666,160.9954529,146.6828003,67.09233093,67.21717834,67.08499908,67.18831635,67.34700012,67.59773254
42744.21718,256.8606873,256.8606873,254.2561493,163.0585327,148.4849396,67.11486053,67.25801086,67.07210541,67.19766998,67.34880066,67.63711548
42744.21754,259.4787292,259.4787292,256.9388428,164.9694824,150.3152161,67.11196899,67.19928741,67.15670776,67.16908264,67.32453156,67.63921356
42744.2179,262.0967407,262.0967407,259.4908142,166.9600677,152.1719818,67.12628174,67.27559662,67.16131592,67.22225189,67.38659668,67.63952637
42744.21825,264.7147827,264.7147827,262.2285156,168.998291,154.0441742,67.11404419,67.31310272,67.19213867,67.3197403,67.44078064,67.66588593
42744.21861,267.3434143,267.3434143,264.8747559,171.0482483,155.8678284,67.09379578,67.24855042,67.14650726,67.22715759,67.43095398,67.65744019
42744.21885,269.0923157,269.0923157,266.6496582,172.3543854,157.113205,67.06507874,67.25725555,67.1381073,67.21559143,67.41168976,67.68793488
42744.21921,271.6997375,271.6997375,269.2827454,174.3689728,158.9182739,67.05802155,67.2456665,67.15227509,67.2274704,67.42366028,67.6463623
42744.21956,274.3177795,274.3177795,271.8619385,176.423233,160.8113556,67.08007813,67.23139954,67.16526031,67.22153473,67.43684387,67.67006683
42744.21992,276.9252319,276.9252319,274.6130066,178.4702454,162.7719116,67.08316803,67.31578064,67.14020538,67.22460175,67.45466614,67.70970917
42744.22028,279.5432739,279.5432739,277.2380676,180.5396271,164.665451,67.08515167,67.31117249,67.14989471,67.25395203,67.37568665,67.71527863
42744.22063,282.1506958,282.1506958,279.7913513,182.6107483,166.5797577,67.06246948,67.31994629,67.16949463,67.20723724,67.36469269,67.68235016
42744.22099,284.7581482,284.7581482,282.4151001,184.6864929,168.5097504,67.08726501,67.29577637,67.19953918,67.24689484,67.45955658,67.70134735
42744.22135,287.3973694,287.3973694,284.941925,186.7764587,170.4450531,67.11209869,67.32880402,67.17944336,67.24762726,67.46831512,67.7253952
42744.22171,290.0154114,290.0154114,287.6754456,188.9271851,172.4136047,67.11573792,67.34929657,67.2776413,67.30873108,67.47236633,67.78870392
42744.22207,292.6546631,292.6546631,290.3235779,191.0566711,174.3528595,67.16585541,67.37145233,67.25234222,67.32197571,67.54550171,67.78132629
42744.22242,295.2726746,295.2726746,292.825531,193.169693,176.326767,67.14662933,67.29654694,67.20051575,67.27058411,67.47224426,67.71453094
42744.22278,297.8907166,297.8907166,295.4848633,195.3031006,178.2715607,67.21120453,67.30844879,67.2094574,67.34054565,67.49568939,67.7620697
42744.22314,299.6395874,299.6395874,297.0739136,197.4342804,180.2132263,67.25617218,67.35795593,67.32628632,67.35198975,67.54764557,67.81126404
42744.22338,301.1315613,301.1315613,299.6176453,198.8846741,181.568634,67.31414032,67.36306,67.40851593,67.41595459,67.59747314,67.83340454
42744.22373,302.4437561,302.4437561,301.9569397,201.0551147,183.5380859,67.29000092,67.35066986,67.36231232,67.41370392,67.56621552,67.85107422
42744.22409,303.7559509,303.7559509,303.8242188,203.1611023,185.4686432,67.36149597,67.40530396,67.37905884,67.44910431,67.6577301,67.91927338
42744.22445,305.0734253,305.0734253,305.7270813,205.2528687,187.4625244,67.40563965,67.44478607,67.43442535,67.49647522,67.67681122,67.93817139
42744.22481,306.3856201,306.3856201,307.203064,207.3834839,189.4033508,67.4103775,67.47327423,67.4883728,67.52474976,67.6686554,67.94906616
42744.22517,307.7137451,307.7137451,308.7377625,209.5121155,191.3206482,67.40606689,67.45742798,67.48878479,67.54373169,67.77954865,67.96774292
42744.22553,309.0259399,309.0259399,310.0591125,211.5391998,193.2809143,67.39746094,67.45166016,67.4569397,67.51062775,67.71360016,67.94408417
42744.22588,310.3381348,310.3381348,311.2483826,213.6182861,195.1934357,67.44234467,67.46713257,67.5641861,67.58460999,67.7329483,67.97864532
42744.22624,311.644989,311.644989,312.7262573,215.5914764,197.1049347,67.41069031,67.46554565,67.5064621,67.57662964,67.71479034,67.99991608
42744.2266,312.9624939,312.9624939,313.8410034,217.6455231,198.9654846,67.47537994,67.54338837,67.57318115,67.63954163,67.76996613,68.00424957
42744.22696,314.2693787,314.2693787,314.8948669,219.6415863,200.8916016,67.47115326,67.52994537,67.61405182,67.62976074,67.8562851,68.02333832
42744.2272,315.1512451,315.1512451,315.8382874,220.9445953,202.0776062,67.48140717,67.49593353,67.57772827,67.66371155,67.81928253,68.07147217
42744.22755,316.4634399,316.4634399,317.0285339,222.9940338,204.0157318,67.57096863,67.57211304,67.63718414,67.65673065,67.86412811,68.12989807
42744.22791,317.7809448,317.7809448,318.3091736,224.8648071,205.7978821,67.58703613,67.57778168,67.6474762,67.69036865,67.91758728,68.09799194
42744.22827,319.0931396,319.0931396,319.4230347,226.8352509,207.6916199,67.64690399,67.59707642,67.69015503,67.76069641,67.96892548,68.14554596
42744.22863,320.410614,320.410614,320.6540833,228.7806244,209.5502472,67.6710968,67.60758209,67.68494415,67.80409241,68.01234436,68.2084198
42744.22899,321.7281189,321.7281189,321.8016052,230.7077026,211.421463,67.76927185,67.68733978,67.72305298,67.86825562,68.01550293,68.19620514
42744.22934,323.0350037,323.0350037,323.0171509,232.6086884,213.2184143,67.90504456,67.71588135,67.88651276,67.9723587,68.09921265,68.31140137
42744.2297,324.3471985,324.3471985,324.2351379,234.3969574,215.0470276,67.88768768,67.74986267,67.91296387,67.93598175,68.18132782,68.36906433
42744.23006,325.6593628,325.6593628,325.3984985,236.3170929,216.7400208,67.91765594,67.83061218,67.98337555,67.99438477,68.21492004,68.38647461
42744.23042,326.9768677,326.9768677,326.7363586,238.1109314,218.58461,67.95126343,67.76564789,68.01907349,68.01845551,68.21466827,68.3082962
42744.23077,328.2890625,328.2890625,328.0751038,239.9739685,220.4300842,67.97283173,67.79049683,67.98096466,67.98725128,68.24889374,68.36296844
42744.23113,329.6012573,329.6012573,329.355957,241.8096619,222.1232758,68.01985168,67.88018799,68.07775116,68.01758575,68.28544617,68.43515778
42744.23137,330.4831238,330.4831238,330.1893311,243.0009308,223.3319244,67.99505615,67.83668518,68.01094055,68.02171326,68.30056763,68.40184784
42744.23173,331.7953186,331.7953186,331.4934692,244.8619843,225.1182861,68.08491516,67.9211731,68.12545776,68.09445953,68.32751465,68.43267822
42744.23209,333.1128235,333.1128235,332.6936646,246.6512604,226.8286591,68.13062286,67.9692688,68.13578033,68.0361557,68.32969666,68.44783783
42744.23244,334.4196777,334.4196777,333.9790039,248.3985138,228.5622406,68.08768463,67.9019165,68.14080811,68.0417099,68.33037567,68.43732452
42744.2328,335.7318726,335.7318726,335.2913818,250.1549683,230.2874756,68.1073761,67.96473694,68.1554184,68.0111084,68.27580261,68.45972443
42744.23316,337.0387573,337.0387573,336.3554688,251.903595,231.968811,68.10812378,67.86639404,68.12640381,68.03933716,68.35467529,68.42864227
42744.23351,338.3509521,338.3509521,337.6138306,253.6439514,233.645813,68.1572876,67.92758179,68.11154175,68.07184601,68.38141632,68.44272614
42744.23387,339.6631165,339.6631165,339.1175842,255.421936,235.375,68.14978027,67.98728943,68.15441132,68.12178802,68.42247009,68.48371124
42744.23423,340.9753113,340.9753113,340.3328552,257.1422729,237.005661,68.11188507,67.97454834,68.19384766,68.10153198,68.44665527,68.47254181
42744.23447,341.8465576,341.8465576,341.2421265,258.3134766,238.2236938,68.22367859,67.98737335,68.21674347,68.1000824,68.41931152,68.4750824
42744.23482,343.1587524,343.1587524,342.4325256,259.9966431,239.8452301,68.23458099,68.01200867,68.2348175,68.15125275,68.46055603,68.51834869
42744.23518,344.4709473,344.4709473,343.7724609,261.7657166,241.5052795,68.26707458,68.03517151,68.27919769,68.15782928,68.49734497,68.48081207
42744.23554,345.8043823,345.8043823,345.0972595,263.4385376,243.1956787,68.24866486,68.10308838,68.26033783,68.134552,68.48358154,68.5039978
42744.2359,347.1218872,347.1218872,346.3848572,265.1856384,244.8804626,68.37210846,68.04673767,68.27953339,68.17431641,68.53381348,68.51158905
42744.23626,348.4287415,348.4287415,347.6899719,266.8360901,246.5807495,68.38135529,68.09475708,68.37615204,68.20110321,68.53388214,68.57158661
42744.23661,349.7356262,349.7356262,348.9711304,268.5322266,248.2613678,68.4134903,68.13463593,68.40344238,68.16191101,68.61006165,68.58816528
42744.23697,351.047821,351.047821,350.224884,270.1403503,249.87146,68.43557739,68.21588898,68.43273163,68.23753357,68.66207123,68.63565063
42744.23733,352.3546753,352.3546753,351.490448,271.7165833,251.4637146,68.43830872,68.14454651,68.42137909,68.21852112,68.5787735,68.58254242
42744.23757,353.2578125,353.2578125,352.4730835,272.9204407,252.5926208,68.4961853,68.14411926,68.46212006,68.25469971,68.62515259,68.61971283
42744.23793,354.5700073,354.5700073,353.6618042,274.5144958,254.2653503,68.42099762,68.24132538,68.470047,68.30429077,68.69062805,68.66704559
42744.23829,355.8768921,355.8768921,355.0257263,276.0928955,255.805542,68.4808197,68.23169708,68.45609283,68.31830597,68.67956543,68.71820068
42744.23864,357.1890564,357.1890564,356.3553772,277.6654053,257.425293,68.53932953,68.20308685,68.50248718,68.33673096,68.69646454,68.70137024
42744.239,358.4959412,358.4959412,357.5924683,279.231842,259.0420227,68.54593658,68.27931976,68.5147934,68.36828613,68.69870758,68.70870972
42744.23936,359.813446,359.813446,358.8991394,280.8434448,260.6845703,68.52513885,68.27220154,68.54254913,68.42430115,68.80033112,68.78290558
42744.23972,361.1256104,361.1256104,360.2322083,282.3939819,262.2437439,68.52023315,68.28934479,68.51670074,68.38052368,68.73809814,68.70721436
42744.24007,362.4324951,362.4324951,361.5102844,284.020752,263.7661743,68.46699524,68.20821381,68.47377777,68.35940552,68.72438049,68.72094727
42744.24043,363.75,363.75,362.7462463,285.6149902,265.3713074,68.47232819,68.22728729,68.47040558,68.40304565,68.78521729,68.72531128
42744.24079,365.0621948,365.0621948,364.1006165,287.2431335,267.0140991,68.46230316,68.25448608,68.46868896,68.32850647,68.72909546,68.64592743
42744.24114,366.3690796,366.3690796,365.4193726,288.7853088,268.5567322,68.41874695,68.21463776,68.43147278,68.31363678,68.7100296,68.6836853
42744.2415,367.6812439,367.6812439,366.809967,290.3276672,270.0262756,68.44741821,68.24675751,68.49706268,68.40216064,68.74861908,68.67632294
42744.24186,368.9881287,368.9881287,368.1054993,291.862793,271.6579895,68.47097015,68.25386047,68.49738312,68.3585434,68.75325012,68.69120026
42744.2421,369.8699951,369.8699951,368.9318542,292.8677673,272.7233887,68.5054245,68.29508972,68.50800323,68.3766098,68.78328705,68.62763977
42744.24246,371.1875,371.1875,370.2910156,294.5305481,274.2932129,68.58589172,68.3008728,68.55161285,68.40045929,68.82379913,68.68647766
42744.24281,372.4996948,372.4996948,371.6352234,295.9986877,275.8357544,68.5460968,68.30020142,68.52223206,68.37187195,68.76480103,68.6880722
42744.24317,373.8171997,373.8171997,372.9564209,297.5427551,277.4018555,68.53028107,68.26800537,68.52648926,68.42047882,68.85877991,68.69955444
42744.24354,375.1506348,375.1506348,374.2165527,299.0970459,278.9321289,68.52532196,68.31098175,68.5231781,68.37387848,68.82432556,68.71253204
42744.24389,376.4681396,376.4681396,375.5278625,300.6218262,280.4508667,68.49106598,68.25403595,68.51303101,68.3604126,68.72897339,68.62299347
42744.24425,377.7749939,377.7749939,376.880127,302.1131897,282.0140381,68.43703461,68.25776672,68.46724701,68.30654144,68.73951721,68.66035461
42744.24461,379.0871887,379.0871887,378.124176,303.6569214,283.5621338,68.36711884,68.22480011,68.46295166,68.29234314,68.71607971,68.60216522
42744.24497,380.4100037,380.4100037,379.4862366,305.2019653,285.0639648,68.44632721,68.20200348,68.47241211,68.31895447,68.74236298,68.62012482
42744.24533,381.7275085,381.7275085,380.7775574,306.6887512,286.6221924,68.51131439,68.21244812,68.49481964,68.34674072,68.77252197,68.67113495
42744.24557,382.6199951,382.6199951,381.6894531,307.7105713,287.6523438,68.53062439,68.26772308,68.58457184,68.36859131,68.83478546,68.68338013
42744.24593,383.9268799,383.9268799,382.9301453,309.2316284,289.240509,68.54127502,68.2678833,68.58855438,68.45235443,68.82640076,68.71870422
42744.24628,385.2337646,385.2337646,384.3414612,310.7243958,290.6686401,68.60795593,68.3214798,68.68279266,68.47103882,68.86980438,68.76657104
42744.24664,386.5512695,386.5512695,385.6195679,312.1822815,292.2341003,68.65299988,68.36776733,68.61728668,68.53102875,68.95935059,68.8367157
42744.247,387.8581238,387.8581238,386.9163208,313.6257629,293.7106018,68.62553406,68.36379242,68.62271118,68.48331451,68.88706207,68.75062561
42744.24735,389.1703186,389.1703186,388.0868835,315.171875,295.2062988,68.69904327,68.32413483,68.69309235,68.5697937,69.01421356,68.83620453
42744.24771,390.4824829,390.4824829,389.6122437,316.6277771,296.6900635,68.60901642,68.38184357,68.65415192,68.49331665,68.93927002,68.84745789
42744.24807,391.7946777,391.7946777,390.7816162,318.0507813,298.1647339,68.6412735,68.3391571,68.64041138,68.4928894,68.92483521,68.76766968
42744.24843,393.1121826,393.1121826,392.1681824,319.5327759,299.537384,68.7209549,68.35437775,68.63801575,68.53256226,68.90671539,68.81745911
42744.24878,394.4243774,394.4243774,393.4797058,321.0889893,301.0472412,68.6907959,68.37979889,68.66941833,68.43222046,68.91369629,68.76477051
42744.24914,395.7418823,395.7418823,394.8234253,322.4805603,302.5463867,68.66521454,68.34713745,68.63623047,68.45522308,68.90314484,68.78958893
42744.2495,397.0593872,397.0593872,396.1630859,323.9149475,303.9862061,68.58330536,68.33255768,68.60490417,68.37619781,68.88828278,68.68218994
42744.24986,397.9306335,397.9306335,396.9851379,325.3818359,305.4468689,68.57154846,68.22899628,68.50582886,68.34011841,68.81047821,68.6434021
42744.2501,399.2481079,399.2481079,398.1858521,326.2909546,306.4141846,68.56546021,68.30937195,68.58802795,68.40283203,68.90410614,68.7233963
42744.25046,400.5656128,400.5656128,399.5951233,327.6868286,307.8336487,68.61297607,68.30054474,68.6081543,68.4822998,68.91900635,68.71167755
42744.25081,401.8724976,401.8724976,400.8786926,329.1147766,309.3268127,68.66550446,68.33973694,68.62947083,68.44522095,68.98344421,68.8013382
42744.25117,403.1846924,403.1846924,402.1778259,330.5674133,310.7881165,68.6595459,68.39037323,68.64763641,68.5223999,68.99175262,68.7878418
42744.25153,404.4968872,404.4968872,403.4778748,332.0279541,312.223114,68.7098999,68.35887146,68.67760468,68.48387909,68.97445679,68.7274704
42744.25189,405.8143921,405.8143921,404.8051758,333.4997559,313.6207581,68.75146484,68.39813232,68.71363831,68.51882172,69.00026703,68.81782532
42744.25224,407.1265564,407.1265564,406.1903381,334.8936462,315.0953064,68.80218506,68.44552612,68.76234436,68.55312347,69.03382111,68.8376236
42744.2526,408.4440613,408.4440613,407.4290466,336.2699585,316.5021667,68.76676941,68.38324738,68.75519562,68.5749054,69.03593445,68.86406708
42744.25296,409.7562561,409.7562561,408.7601318,337.7415466,317.9411621,68.84083557,68.37567139,68.76404572,68.51519775,69.04165649,68.83596039
42744.25332,411.073761,411.073761,410.0125732,339.1237793,319.3592834,68.8480072,68.46710205,68.81446838,68.5761261,69.07979584,68.89897919
42744.25368,412.3859253,412.3859253,411.2344971,340.5197754,320.7280884,68.83254242,68.45601654,68.80818939,68.55916595,69.09221649,68.81191254
42744.25391,413.2572021,413.2572021,412.2817993,341.4381104,321.7214966,68.82836914,68.43521881,68.82391357,68.50273895,69.03113556,68.80780792
42744.25427,414.5693665,414.5693665,413.4826355,342.8122559,323.1225891,68.82416534,68.43527985,68.77388,68.4772644,69.09098053,68.79586792
42744.25463,415.8868713,415.8868713,414.7225952,344.1685486,324.5122986,68.74226379,68.39962006,68.72003937,68.45136261,68.96022034,68.71957397
42744.25499,417.1937561,417.1937561,416.0494385,345.5265503,326.0128174,68.73641968,68.37997437,68.68916321,68.43681335,68.94065857,68.72925568
42744.25534,418.5059204,418.5059204,417.3950806,346.9232483,327.3747864,68.73621368,68.40258789,68.70296478,68.48873138,69.00944519,68.75804901
